head,relation,tail,label
Stop!_In_the_Name_of_Love,previousWork,Baby_Love,0
The_Tracks_of_My_Tears,subsequentWork,Stop!_In_the_Name_of_Love,0
Uganda,ground,Kashiwa,0
Day_Software,manager,Milton_Mendes,0
Stuck_with_You,producer,Huey_Lewis_and_the_News,0
Stuck_with_You,artist,Huey_Lewis_and_the_News,0
GM_Theta_platform,manufacturer,CAMI_Automotive,0
Saab_9-3,automobilePlatform,GM_Theta_platform,0
Flüelen,neighboringMunicipality,"Niederwil,_Aargau",0
"Sessa,_Ticino",neighboringMunicipality,"Aesch,_Lucerne",0
Mohammad_Mustafa,parent,Zein_al-Sharaf_Talal,0
Aous_Shakra,birthPlace,Amman,0
Buddy_Ebsen,associatedBand,The_Dinosaurs,0
Daray_Daray_Naina,child,List_of_Arrested_Development_characters,0
Daray_Daray_Naina,relative,List_of_Arrested_Development_characters,0
"Benton_County,_Mississippi",routeJunction,"Melbourne,_Florida",0
Jim_Davis_(actor),occupation,Real_estate,0
Dade_Phelan,residence,"South_Yarra,_Victoria",0
TVR_Tuscan_Challenge,relatedMeanOfTransportation,Ferrari_Mondial,0
Adelaide_of_Italy,birthPlace,Alsace,0
Karl_Keck,deathPlace,Zürich,0
Frank_O'Farrell,team,Iran_national_football_team,0
Valentin_Nefyodov,birthPlace,Kaliningrad,0
Peter_Sleight,education,Imperial_College_London,0
Thomas_Kwok,education,London,0
Nelson_Glueck,significantProject,Germany,0
Nelson_Glueck,significantProject,London,0
Ferrari_348,assembly,Modena,0
Joseph_Johnson_(Virginia_politician),successor,AJ+,0
A._Q._M._Badruddoza_Chowdhury,battle,Balochistan_conflict,0
12th_Armoured_Infantry_Brigade_(United_Kingdom),militaryBranch,Australian_Army_Reserve,0
The_Genius_of_Ray_Charles,album,What'd_I_Say_(album),0
Cucurbitaceae,family,Solanoideae,0
R._L._Stine's_The_Haunting_Hour:_The_Series,creator,EP_Daily,0
Reviews_on_the_Run,author,EP_Daily,0
Dead_Like_Me,director,EP_Daily,0
Dan_Angel,executiveProducer,EP_Daily,0
The_Lab_with_Leo_Laporte,related,Reviews_on_the_Run,0
John_Nicholson_(East_India_Company_officer),battle,Siege_of_Delhi,0
John_Nicholson_(East_India_Company_officer),battle,Battle_of_Ramnagar,0
"Pelzer,_South_Carolina",foundedBy,Tiffany_&_Co.,0
"Pelzer,_South_Carolina",location,Fifth_Avenue,0
Gareth_L._Powell,coverArtist,Keith_Parkinson,0
South_Dakota_Air_National_Guard,militaryBranch,New_Zealand_Army,0
Indie_folk,genre,Electroacoustic_music,0
Paul_Merton_in_China,channel,BBC,0
DStv,subsequentWork,Walking_with_Beasts,0
Spirits_Burning,associatedBand,Sham_69,0
Sham_69,associatedBand,Day_21,0
Spirits_Burning,associatedMusicalArtist,Sham_69,0
Sham_69,associatedMusicalArtist,Day_21,0
Ben_Nighthorse_Campbell,almaMater,Wesleyan_University,0
Kirsten_Storms,hometown,"Orlando,_Florida",0
The_One_(Elton_John_song),artist,Elton_John,0
Mário_de_Andrade,influencedBy,Samuel_Beckett,0
John_Gayle_(Alabama),birthPlace,"Mobile,_Alabama",0
Lewis_Williams_Douglas,child,Bentley_Mitchum,0
São_José_do_Rio_Preto,place,Slovakia,0
Can't_Buy_Me_Love,previousWork,All_You_Need_Is_Love,0
Pop_(U2_album),almaMater,Cheltenham_College,0
Geri_Halliwell,associatedBand,Spice_Girls,0
Geri_Halliwell,associatedMusicalArtist,Spice_Girls,0
Károly_Khuen-Héderváry,team,Newport_County_A.F.C.,0
C.D._Aves,militaryUnit,Royal_Horse_Artillery,0
Bulldog_Drummond's_Secret_Police,starring,Betsy_Palmer,0
"W._S._Stuckey,_Sr.",birthPlace,"Statesboro,_Georgia",0
"Lower_Makefield_Township,_Bucks_County,_Pennsylvania",previousWork,"The_Deep_End,_Volume_2",0
"Lower_Makefield_Township,_Bucks_County,_Pennsylvania",subsequentWork,"The_Deepest_End,_Live_in_Concert",0
Frederick_Marryat,deathPlace,Kingdom_of_Great_Britain,0
Turner_Classic_Movies_(Asia),managerClub,Lillehammer_FK,0
Richard_Street,residence,Las_Vegas,0
92nd_Ohio_Infantry,league,Scottish_Football_League_First_Division,0
2012–13_Raith_Rovers_F.C._season,position,Scottish_Football_League_First_Division,0
Song_for_the_Life,starring,Elton_John,0
Mighty_Kong,starring,Tina_Turner,0
Karl_Durspekt,director,John_Sayles,0
Verdine_White,editing,John_Sayles,0
Karl_Durspekt,writer,John_Sayles,0
James_Beckwourth,birthPlace,Valdejalón,0
Adolphe_Menjou,parent,Hedda_Hopper,0
Julian_Wießmeier,team,FC_Basel,0
The_Two_Ronnies,executiveProducer,Ted_Childs,0
Kim_Gardner,bandMember,Kevin_Burke_(musician),0
J._T._Dorsey,birthPlace,Värmland_County,0
Yolanda_and_the_Thief,musicComposer,Harry_Ruby,0
Lawrence_L._Larmore,ground,County_Kilkenny,0
Metamorfosis_(Ednita_Nazario_album),recordLabel,Machete_Music,0
Max_Merritt,recordLabel,Capitol_Latin,0
John_Horton_Slaughter,deathPlace,Rapallo,0
Radhu_Karmakar,militaryBranch,People's_Liberation_Army,0
Giannini,product,Drum_kit,0
Ludwig_Drums,product,Drum_hardware,0
Music_On!_TV,associatedMusicalArtist,All_(band),0
Mark_Hartigan,draftTeam,Columbus_Blue_Jackets,0
Pete_Zingoni,formerTeam,Columbus_Blue_Jackets,0
710th_Special_Operations_Wing,education,Eighth_grade,0
Boris_Pash,battle,Colmar_Pocket,0
Zrinko_Ogresta,birthPlace,Vukovar,0
Vincenzo_Guerini,managerClub,Calcio_Catania,0
Adelmo_Prenna,managerClub,ACF_Fiorentina,0
Irish_migration_to_Great_Britain,populationPlace,Bristol,0
Lil'_Keke,associatedBand,Bun_B,0
The_Riddle_(Nik_Kershaw_song),timeZone,Nepal_Standard_Time,0
36th_Fighter_Squadron,musicComposer,Giuseppe_Rosati,0
Janko_Bobetko,commander,Moise_Tshombe,0
David_Izazola,languageFamily,Visayan_languages,0
Aly_Camara,subsequentWork,Holidays_in_the_Sun_(song),0
Jaz_Coleman,birthPlace,Farnworth,0
Soul_Singing,producer,The_Black_Crowes,0
Brenda_Song,deathPlace,"Carmichael,_California",0
Albert_Ernest_Kitson,birthPlace,Gold_Coast_(British_colony),0
Jack_Keahey,restingPlace,"East_Baton_Rouge_Parish,_Louisiana",0
Frank_Loverde,associatedBand,Paul_Parker_(singer),0
The_Weather_Girls,associatedBand,Frank_Loverde,0
Frank_Loverde,associatedMusicalArtist,Paul_Parker_(singer),0
Paul_Parker_(singer),associatedMusicalArtist,Frank_Loverde,0
Matt_Lukin,language,Myspace,0
Chevrolet_Fleetmaster,assembly,South_Africa,0
Goran_Tufegdžić,team,Botafogo_de_Futebol_e_Regatas,0
Kostyantyn_Dymarchuk,team,Cruzeiro_Esporte_Clube,0
Libertad_Lamarque,child,Silvia_Pinal,0
Problem_Child_(The_Damned_song),artist,The_Damned_(band),0
Charlie_Summers,predecessor,Elizabeth_Dole,0
U.S._Route_1_in_Maine,location,Makati,0
Hiroshi_Nagakubo,location,Bihar,0
Brand_Keys,field,Aerospace_engineering,0
Ground_squirrel,team,Manchester_City_F.C._Reserves_and_Academy,0
Gary_Waddock,team,Wycombe_Wanderers_F.C.,0
Peer-to-peer_file_sharing,team,Northern_Ireland_national_under-23_football_team,0
Peter_Coates,managerClub,Celtic_F.C.,0
Brian_S._Hartley,award,Wolf_Prize_in_Medicine,0
The_Shadow_of_the_Eagle,director,Stuart_Heisler,0
"Mario_Caldato,_Jr.",founder,Donald_A._Wollheim,0
Liza_Wang,genre,Hong_Kong_English_pop,0
Anthony_Chan_(actor),associatedAct,The_Wynners,0
Citroën_C3_Aircross,predecessor,Volvo_66,0
Nicolae_Malaxa,team,FK_Rudar_Pljevlja,0
Pyramid_(game_show),starring,Gracie_Allen,0
Sky_Living,owningCompany,Mediaset,0
Baby_I_Need_Your_Loving,parent,"Henry_IV,_Holy_Roman_Emperor",0
Finn_(album),associatedBand,Constantines,0
Finn_(album),associatedMusicalArtist,Constantines,0
Hymn_of_the_Seventh_Galaxy,producer,Tom_Werman,0
Change_of_Address,recordedIn,"Orlando,_Florida",0
Independiente_del_Valle,predecessor,Jeremiah_B._Howell,0
Atlanta_metropolitan_area,isPartOf,"Middletown,_Connecticut",0
"Lincolnton,_Georgia",type,Combined_statistical_area,0
2012_FC_Dallas_season,industry,Medical_equipment,0
Edward_Underdown,formerBandMember,Kim_Gardner,0
André_Lange,residence,Bad_Homburg_vor_der_Höhe,0
Agapia_River,riverMouth,Siret_River,0
Bunny_Adair,managerClub,California_Kickers,0
Twisting_and_Shouting,previousWork,Mr._Garrity_and_the_Graves,0
Once_in_a_Lifetime_(Talking_Heads_song),producer,Jerry_Harrison,0
Fernando_Salazar,family,Platycercinae,0
Ian_White_(footballer),previousWork,Wind_&_Wuthering,0
Litmus_(Battlestar_Galactica),team,Rotherham_United_F.C.,0
Urban_agglomeration_of_Longueuil,part,D'Autray_Regional_County_Municipality,0
Tygers_of_Pan_Tang,associatedBand,Leif_Edling,0
List_of_members_of_the_Clash,associatedMusicalArtist,Tom_Angelripper,0
British_Aircraft_Corporation,headquarter,London,0
Baltimore_Light_Rail,headquarter,Baltimore,0
Lawrence_Bender,director,Ben_Hur_(1907_film),0
1-2-3_(Gloria_Estefan_and_Miami_Sound_Machine_song),producer,Lawrence_Bender,0
Roy_Thomas_Baker,musicComposer,Vasco_Rossi,0
Felix_Aderca,industry,Collectible_card_game,0
South_African_National_Roads_Agency,locationCity,South_Africa,0
Jon_Trickett,deathPlace,Leeds,0
Khairan_Ezuan_Razali,spouse,Jonathan_Harker,0
Yugandhar_(1993_film),portrayer,Amy_Yasbeck,0
801_(band),associatedMusicalArtist,Sky_(band),0
Iddaru_Ammayilu,associatedMusicalArtist,Eugenius_(band),0
Lester_Meléndez,birthPlace,Panama,0
Gustav_Wieser,director,Timothy_Potts,0
Brendan_Lynch_(music_producer),associatedBand,Ocean_Colour_Scene,0
Brendan_Lynch_(music_producer),associatedMusicalArtist,Ocean_Colour_Scene,0
Peintre_Celebre,race,Prix_Jean-Luc_Lagardère,0
Gary_Bell_(footballer),mouthMountain,Waskaganish,0
Gary_Bell_(footballer),mouthPlace,Waskaganish,0
Building_26,starring,Robert_Lindsay_(actor),0
The_Birdman_(song),parent,Maria_Anna_of_Bavaria_(1551–1608),0
522666,writer,Philip_MacDonald,0
Bob_Lanier_(politician),spokenIn,Iran,0
Tujerdi_Rural_District,splitFromParty,Islamic_Republican_Party,0
SportN,family,Trochilinae,0
Area_Codes_(song),album,Pop_(U2_album),0
Call_of_Duty_3,gameEngine,Build_(game_engine),0
Unknown_(2006_film),starring,Morgan_Freeman,0
Constantin_Medien,isPartOf,Prilep_Municipality,0
Silverthorn_(album),producer,Michael_Romeo,0
"Lacolle,_Quebec",predecessor,Calvin_B._T._Lee,0
The_Best_Yet,musicComposer,John_Addison,0
"Republic_County,_Kansas",birthPlace,Bamako,0
Dmytro_Vorobyov,team,FC_Metalurh_Donetsk,0
Álex_Aguinaga,team,San_Luis_F.C.,0
Kassiaty_Gildas_Labi,team,Mexico_national_football_team,0
Loser_(Ayreon_song),producer,Arjen_Anthony_Lucassen,0
Nick_Bacon,successor,"Togo_D._West,_Jr.",0
"Togo_D._West,_Jr.",successor,Nick_Bacon,0
Nick_Bacon,predecessor,"Togo_D._West,_Jr.",0
Global_Warning_(Rascalz_album),writer,Rascalz,0
Load_Me_Up,producer,Rascalz,0
Global_Warning_(Rascalz_album),musicalBand,Rascalz,0
The_Wash_(2001_film),starring,Ja_Rule,0
Monnow_Valley_Studio,state,Isère,0
Alvernia_University,league,Rugby_Pro_D2,0
16_Horsepower,associatedBand,Rx_Bandits,0
Edward_Fielden_(RAF_officer),deathPlace,Berkshire,0
Embryo_(band),bandMember,Violin,0
Lyle_Taylor,birthPlace,Lewisham,0
Noctuoidea,family,Ephydroidea,0
It's_Only_Us,subsequentWork,Strong_(Robbie_Williams_song),0
Sabalan,producer,Alexisonfire,0
"Mount_Eliza,_Victoria",artist,Alexisonfire,0
Lyudmila_Putina,team,Falkirk_F.C.,0
1968_New_Zealand_Grand_Prix,team,Barrow_A.F.C.,0
75th_Guards_Rifle_Division,director,Andrei_Tarkovsky,0
Red_Heat,starring,Anatoly_Solonitsyn,0
Dale_Head,mountainRange,Far_Eastern_Fells,0
Far_Eastern_Fells,locatedInArea,Cumbria,0
KQLK,team,Italy_national_under-21_football_team,0
Nacho_Garro,language,Germany,0
Phyllospadix,family,Cucurbitaceae,0
The_Honeydrippers,subsequentWork,(I_Know)_I'm_Losing_You,0
Guy_Debord,influencedBy,Henri_Lefebvre,0
Aes_Dana_(band),associatedBand,Blut_Aus_Nord,0
Blut_Aus_Nord,associatedBand,Aes_Dana_(band),0
Aes_Dana_(band),associatedMusicalArtist,Blut_Aus_Nord,0
Blut_Aus_Nord,associatedMusicalArtist,Aes_Dana_(band),0
Dietmar_Berchtold,leaderParty,Independent_Democratic_Union,0
Interstate_10_in_Texas,series,Star_Trek:_Deep_Space_Nine,0
Statistical_Probabilities,previousWork,Shakaar,0
Picardy,birthPlace,"Saint-Quentin,_Aisne",0
Castle_Keep,mayor,Socialist_Party_(France),0
Willi_Fey,region,Freiburg_im_Breisgau,0
Rui_Bento,distributor,Tribune_Entertainment,0
University_of_Sydney,family,Fucaceae,0
Debra_Monk,starring,Peter_Gallagher,0
Peter_Gallagher,starring,Debra_Monk,0
Some_Time_in_New_York_City,writer,John_Lennon,0
Flying_(Beatles_instrumental),musicalArtist,John_Lennon,0
Flying_(Beatles_instrumental),musicalBand,John_Lennon,0
Catskill_Mountains,isPartOf,Atlantique_Department,0
Castleton_Lyons,location,Nagasaki_Prefecture,0
Lalala_Shiawase_no_Uta,assembly,"Highland_Park,_Michigan",0
Alfa_Romeo_6C,predecessor,Plymouth_Cranbrook,0
The_Things_of_Life,family,Shrew,0
Eye_of_the_Cat_(1975_film),almaMater,University_of_Windsor,0
Charles_Kingsley,manufacturer,British_Leyland,0
MG_Midget,assembly,Solihull,0
Solihull,governor,Vernon_Wallace_Thomson,0
Roy_Schooley,birthPlace,Halton_Hills,0
Screaming_for_Vengeance,bandMember,Fredrik_Nordström,0
Fredrik_Nordström,bandMember,Dream_Evil,0
Cape_Fear_(1991_film),cinematography,Jordan_Cronenweth,0
Susilo_Bambang_Yudhoyono,battle,Insurgency_in_Aceh,0
Stefan_Nerezov,battle,Macedonian_Front,0
WALR-FM,programmeFormat,Jazz,0
New_Jersey_Public_Radio,broadcastNetwork,Prairie_Public_Radio,0
New_Jersey_Public_Radio,owner,Prairie_Public_Radio,0
Bardo_Pond,associatedBand,Medicine_(band),0
Bardo_Pond,associatedMusicalArtist,Medicine_(band),0
Barndance_Boys,instrument,Diatonic_button_accordion,0
Horse_Called_War,producer,Zakk_Wylde,0
Milan_Antolković,team,NK_Osijek,0
Verner_Lička,team,FC_Fastav_Zlín,0
Filmworks_V:_Tears_of_Ecstasy,associatedBand,Anja_Garbarek,0
Filmworks_V:_Tears_of_Ecstasy,associatedMusicalArtist,Anja_Garbarek,0
Cadillac,parentCompany,General_Motors,0
Degtyaryov_machine_gun,isPartOf,Liangshan_Yi_Autonomous_Prefecture,0
Willians_Santana,sisterStation,WDAY-TV,0
Commissioner_(film),notableWork,Laurie_Halse_Anderson,0
"South_Yarra,_Victoria",genre,Picture_book,0
Ritzy,starring,Adolphe_Menjou,0
Jean-Louis_Gasset,team,FC_Girondins_de_Bordeaux,0
Hermann_Böckel,deathPlace,Torgau,0
Antal_Dunai,team,Real_Murcia,0
Radcliffe_Borough_F.C.,voice,Michael_Sinterniklaas,0
"San_Carlos,_Uruguay",deathPlace,"Sherman,_Texas",0
Seven_Days_Battles,commander,Philip_St._George_Cooke,0
Seven_Days_Battles,commander,Saguaro,0
Hollywood/I_Am_the_Resurrection,album,The_Stone_Roses_(album),0
Elliott_Wilson_(journalist),writer,John_Squire,0
Slipstream_(1989_film),nextEvent,Alpine_skiing_at_the_1972_Winter_Olympics,0
Leeway_(band),associatedBand,Agnostic_Front,0
Leeway_(band),associatedMusicalArtist,Agnostic_Front,0
Caesar_Hull,militaryUnit,King's_Royal_Rifle_Corps,0
David_House,militaryUnit,No._43_Squadron_RAF,0
Publix,railwayRollingStock,PCC_streetcar,0
Prajin,railwayRollingStock,Zürich,0
Norman_Lamb_(U.S._politician),predecessor,Dimitrios_Droutsas,0
Ishwar_Chandra_Vidyasagar,stateOfOrigin,Presidencies_and_provinces_of_British_India,0
Harbhajan_Singh_Khalsa,ethnicity,Bengali_Hindus,0
Wysokie_Mazowieckie_County,battle,Battle_of_Sadras,0
Orthophonic_Joy,associatedMusicalArtist,Of_Mice_&_Men_(band),0
Pink_International_Company,industry,Logistics,0
"Wayne_County,_New_York",subsidiary,Oversea-Chinese_Banking_Corporation,0
Kameelah_Williams,deathPlace,Las_Vegas,0
Danelectro,product,Acoustic_guitar,0
Aozora_Records,recordLabel,List_of_Universal_Music_Group_labels,0
Danny_Michel,associatedBand,Masato_Nakamura,0
Danny_Michel,associatedMusicalArtist,Masato_Nakamura,0
Danny_Michel,associatedMusicalArtist,Miwa_Yoshida,0
Petr_Fical,deathPlace,Hradec_Králové,0
Okello_Oculi,birthPlace,Uganda,0
Rebecca_Amuge_Otengo,occupation,Public_administration,0
Mukasa_Mbidde,citizenship,Uganda,0
Evil_Under_the_Sun_(1982_film),basedOn,Winnie-the-Pooh,0
Orlando_Citrus_Bowl,formerBroadcastNetwork,LATV,0
Power_Rangers_Lost_Galaxy,creator,Shotaro_Ishinomori,0
Power_Rangers_Lost_Galaxy,composer,Toshihiko_Sahashi,0
It_(1927_film),producer,BT_(musician),0
604_Records,artist,BT_(musician),0
Dååth,associatedBand,Arch_Enemy,0
The_Quill_(band),associatedBand,Dååth,0
Dååth,associatedMusicalArtist,Arch_Enemy,0
Stone_(Alice_in_Chains_song),musicalArtist,Pearl_Jam,0
Stone_(Alice_in_Chains_song),musicalBand,Pearl_Jam,0
Trancers,starring,Eddie_Cantor,0
Timofey_Kiryanov,writer,David_N._Weiss,0
Panagiotis_Katsiaros,formerBandMember,Mortician_(band),0
No_Strings_Attached_(NSYNC_album),producer,Johnny_Wright_(music_manager),0
Munsee_language,subsequentWork,No_Strings_Attached_(NSYNC_album),0
Seïd_Khiter,birthPlace,Nord_(French_department),0
Keri_Kelli,formerBandMember,Tony_Rey,0
Ozzy_Osbourne,associatedBand,Warrant_(American_band),0
Ozzy_Osbourne,associatedMusicalArtist,Warrant_(American_band),0
Assault_on_Precinct_13_(2005_film),starring,Eminem,0
Elinor_Norton,bandMember,Ugress,0
Kadi_Sesay,producer,Efrim_Menuck,0
Casas_Bahia,birthPlace,"Marshalltown,_Iowa",0
3+2_(band),hometown,Soviet_Union,0
29th_Regiment_Massachusetts_Volunteer_Infantry,notableCommander,Ambrose_Burnside,0
Shank_(video_game),computingPlatform,Game_Boy,0
En_attendant_ses_pas,artist,Jean-Jacques_Goldman,0
"Fontana,_California",producer,Jean-Jacques_Goldman,0
Blut_Aus_Nord,formerBandMember,Aes_Dana_(band),0
Afro-Iranian,associatedBand,Antaeus_(band),0
Afro-Iranian,associatedMusicalArtist,Antaeus_(band),0
2013_Chicago_Fire_season,governingBody,Pimpri-Chinchwad_Municipal_Corporation,0
Abdelaziz_Bouteflika,militaryBranch,List_of_French_paratrooper_units,0
Abdelaziz_Bouteflika,militaryUnit,List_of_French_paratrooper_units,0
Vlado_Mirković,populationPlace,South_America,0
Miki_Manojlović,related,Africa,0
Democratic_Party_of_Socialists_of_Montenegro,part,Villajoyosa,0
The_Ideal_Copy,type,Sound_recording_and_reproduction,0
Sweet_Love,previousWork,The_Ideal_Copy,0
William_M._Callaghan,award,Order_of_the_Golden_Kite,0
A_Most_Violent_Year,starring,Peter_Firth,0
My_Love_Is_for_Real,album,Stankonia,0
Jani_Uotinen,nationality,Finland,0
Catfish_and_the_Bottlemen,knownFor,South_America,0
Uthumphon,birthPlace,Mandalay,0
Circuit_Bremgarten,deathPlace,Southern_Netherlands,0
Dave_Bassett,keyPerson,Timothy's_World_Coffee,0
Children's_film,genre,Investment,0
Necrophagist,bandMember,Münchener_Freiheit,0
"Braunau,_Switzerland",neighboringMunicipality,Trimmis,0
Lydia_Ko,deathPlace,South_Korea,0
Meet_the_Browns_(film),battle,Battle_of_Luzon,0
Sofía_Castro,subsequentWork,A_Bell_Is_a_Cup,0
Manal,associatedBand,Pappo,0
A_Date_with_The_Smithereens,associatedBand,Manal,0
Manal,associatedMusicalArtist,Pappo,0
A_Date_with_The_Smithereens,associatedMusicalArtist,Manal,0
1st_Belorussian_Front,commander,Lavrentiy_Beria,0
Liar_(Eskimo_Joe_song),party,Union_for_Democracy_and_Social_Progress_(Democratic_Republic_of_the_Congo),0
Joseph_Pevney,creator,Bob_Mosher,0
Ulphée-Wilbrod_Rousseau,birthPlace,Val-d'Or,0
Third_grade,mouthMountain,Lake_Peipus,0
Third_grade,mouthPlace,Lake_Peipus,0
Tom_Söderberg,subsequentWork,If_She_Knew_What_She_Wants,0
Schruns,birthPlace,Minhang_District,0
Hyperdimension_Neptunia_Victory,composer,Yasunori_Mitsuda,0
R.O.C._(rapper),bandMember,Jamie_Spaniolo,0
Jamie_Spaniolo,associatedBand,Anybody_Killa,0
Jamie_Spaniolo,associatedBand,R.O.C._(rapper),0
Jamie_Spaniolo,associatedMusicalArtist,R.O.C._(rapper),0
Enhydris,routeJunction,E_44_road_(United_Arab_Emirates),0
Jet_Pilot_(film),writer,Josef_von_Sternberg,0
Way_of_the_World_(Tina_Turner_song),album,Pablo_Honey,0
When_I'm_Gone_(Albert_Hammond_song),writer,Albert_Hammond,0
William_Basinski,recordLabel,Phonogram_Records,0
Katrina_and_the_Waves,recordLabel,Gotee_Records,0
Irish_Love,language,Haitian_Creole,0
Battle_of_Mukden,product,Telecommunications_network,0
Unguarded_(Amy_Grant_album),recordedIn,"Franklin,_Tennessee",0
Cathedrals_&_Cars,associatedBand,A1_(band),0
Cathedrals_&_Cars,associatedMusicalArtist,A1_(band),0
Preston_Love,associatedBand,Hall_&_Oates,0
Preston_Love,associatedMusicalArtist,Hall_&_Oates,0
"Gilbert,_Arizona",occupation,MLB_Network,0
Hiroshi_Nagakubo,occupation,Editor-in-chief,0
John_Robertson_(New_South_Wales_Premier),successor,Brooks_Newmark,0
Eyes_Set_to_Kill,product,Compact_disc,0
Puppet_Master_(film_series),starring,Richard_Widmark,0
Lindsay_Crouse,director,Robert_Aldrich,0
Ten_Seconds_to_Hell,producer,Robert_Aldrich,0
We_Are_All_on_Drugs,producer,Weezer,0
Weezer_(1994_album),musicalBand,Weezer,0
Da_Vinci_(song),album,Weezer_(1994_album),0
Weezer_(1994_album),musicalArtist,Weezer,0
A.S.D._Calcio_Ivrea,league,Promozione,0
Phantasm_III:_Lord_of_the_Dead,director,Paul_Weitz_(filmmaker),0
Phantasm_III:_Lord_of_the_Dead,writer,Paul_Weitz_(filmmaker),0
The_Jester_Race,artist,Arch_Enemy,0
Philip_Hellquist,headquarter,Bay_Street,0
Mythili,location,Bay_Street,0
Red_God,politicalPartyInLegislature,Liberty_and_Refoundation,0
"Middleton,_Wisconsin",religion,Nonsectarian,0
1948_San_Remo_Grand_Prix,grades,Third_grade,0
Grajewo_County,isPartOf,Mackenzie_County,0
Jamie_McMann,writer,Patrick_Swayze,0
Jamie_McMann,musicalArtist,Patrick_Swayze,0
Jamie_McMann,musicalBand,Patrick_Swayze,0
Chet_Culver,almaMater,Purdue_University,0
"Volkert,_Inc.",sisterStation,WPMI-TV,0
Langelurillus,routeJunction,Second_Link_Expressway,0
Langelurillus,routeJunction,Johor_Bahru_Inner_Ring_Road,0
"Steve_Cooper_(footballer,_born_1964)",starring,Sam_Huntington,0
Lab_Rats_Challenge,voice,Malcolm_McDowell,0
Lab_Rats_Challenge,network,Telecinco,0
7_vidas,network,ABC3,0
7_vidas,network,KBS1,0
Sewanee:_The_University_of_the_South,team,América_de_Cali,0
Catalyst_(band),formerBandMember,Thommy_Price,0
Tom_Newman_(musician),previousWork,Underneath_the_Colours,0
Narendra_Modi,predecessor,Chhabildas_Mehta,0
Arthur_Peck,country,Presidencies_and_provinces_of_British_India,0
Poona_Horse,garrison,Lucknow,0
Bad_Manners,associatedBand,The_Gods_(band),0
Bad_Manners,associatedMusicalArtist,The_Gods_(band),0
In_the_Reins,previousWork,Hot_Rail,0
